,region,price,details
1260,"Cilandak, Jakarta Selatan",Rp 11.900.000.000,&gt;10 KT - &gt;10 KM - 750 m2
1261,"Cilandak, Jakarta Selatan",Rp 13.555.000.000,7 KT - 5 KM - 400 m2
1262,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.850.000.000,4 KT - 3 KM - 180 m2
1264,"Ciputat Timur, Tangerang Selatan Kota",Rp 679.000.000,3 KT - 2 KM - 52 m2
1266,"Ciputat Timur, Tangerang Selatan Kota",Rp 683.900.000,3 KT - 2 KM - 52 m2
1269,"Cilandak, Jakarta Selatan",Rp 8.500.000.000,3 KT - 2 KM - 250 m2
1270,"Ciputat Timur, Tangerang Selatan Kota",Rp 698.000.002,3 KT - 2 KM - 52 m2
1271,"Mampang Prapatan, Jakarta Selatan",Rp 450.000.000,2 KT - 1 KM - 45 m2
1274,"Kebayoran Baru, Jakarta Selatan",Rp 750.000.000,3 KT - 2 KM - 45 m2
1275,"Cilandak, Jakarta Selatan",Rp 15.000.000.000,4 KT - 3 KM - 500 m2
1286,"Ciputat Timur, Tangerang Selatan Kota",Rp 699.000.000,3 KT - 2 KM - 55 m2
1287,"Cilandak, Jakarta Selatan",Rp 1.800.000.000,4 KT - 3 KM - 105 m2
1290,"Kebayoran Lama, Jakarta Selatan",Rp 14.500.000.000,4 KT - 4 KM - 410 m2
1291,"Kebayoran Lama, Jakarta Selatan",Rp 458.000.000,2 KT - 1 KM - 45 m2
1293,"Cilandak, Jakarta Selatan",Rp 1.700.000.000,4 KT - 4 KM - 120 m2
1295,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.650.000.000,4 KT - 4 KM - 130 m2
1296,"Cilandak, Jakarta Selatan",Rp 286.000.000,2 KT - 1 KM - 37 m2
1297,"Kebayoran Lama, Jakarta Selatan",Rp 1.850.000.000,4 KT - 3 KM - 80 m2
1299,"Kebayoran Lama, Jakarta Selatan",Rp 689.004.000,3 KT - 2 KM - 52 m2
1302,"Kebayoran Lama, Jakarta Selatan",Rp 4.000.000.000,4 KT - 3 KM - 210 m2
1303,"Mampang Prapatan, Jakarta Selatan",Rp 9.300.000.000,5 KT - 5 KM - 400 m2
1306,"Cilandak, Jakarta Selatan",Rp 689.000.000,3 KT - 2 KM - 52 m2
1307,"Ciputat Timur, Tangerang Selatan Kota",Rp 130.000.000,2 KT - 1 KM - 40 m2
1308,"Ciputat Timur, Tangerang Selatan Kota",Rp 125.000.000,4 KT - 3 KM - 215 m2
1310,"Ciputat Timur, Tangerang Selatan Kota",Rp 650.000.000,3 KT - 2 KM - 54 m2
1311,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.450.000.000,3 KT - 2 KM - 73 m2
1313,"Ciputat Timur, Tangerang Selatan Kota",Rp 650.000.000,3 KT - 2 KM - 53 m2
1315,"Ciputat Timur, Tangerang Selatan Kota",Rp 750.000.000,3 KT - 2 KM - 45 m2
1316,"Ciputat Timur, Tangerang Selatan Kota",Rp 699.000.000,3 KT - 2 KM - 52 m2
1323,"Cilandak, Jakarta Selatan",Rp 6.800.000.000,5 KT - 3 KM - 300 m2
1332,"Ciputat Timur, Tangerang Selatan Kota",Rp 650.000.000,1 KT - 1 KM - 36 m2
1334,"Ciputat Timur, Tangerang Selatan Kota",Rp 675.000.000,3 KT - 2 KM - 45 m2
1337,"Cilandak, Jakarta Selatan",Rp 460.000.000,2 KT - 1 KM - 40 m2
1339,"Cilandak, Jakarta Selatan",Rp 235.000.000,2 KT - 1 KM - 36 m2
1340,"Ciputat Timur, Tangerang Selatan Kota",Rp 500.000.000,3 KT - 1 KM - 100 m2
1343,"Cilandak, Jakarta Selatan",Rp 3.000.000.000,5 KT - 3 KM - 210 m2
1344,"Cilandak, Jakarta Selatan",Rp 475.000.000,2 KT - 1 KM - 40 m2
1345,"Kebayoran Lama, Jakarta Selatan",Rp 689.002.000,3 KT - 2 KM - 52 m2
1346,"Ciputat Timur, Tangerang Selatan Kota",Rp 650.000.000,3 KT - 2 KM - 52 m2
1350,"Cilandak, Jakarta Selatan",Rp 689.070.000,3 KT - 2 KM - 52 m2
1352,"Ciputat Timur, Tangerang Selatan Kota",Rp 688.000.000,3 KT - 2 KM - 52 m2
1368,"Mampang Prapatan, Jakarta Selatan",Rp 699.000.000,3 KT - 2 KM - 55 m2
1369,"Kebayoran Lama, Jakarta Selatan",Rp 699.000.000,3 KT - 2 KM - 55 m2
1371,"Cilandak, Jakarta Selatan",Rp 15.000.000.000,7 KT - 5 KM - 300 m2
1374,"Ciputat Timur, Tangerang Selatan Kota",Rp 690.000.000,3 KT - 2 KM - 52 m2
1375,"Kebayoran Baru, Jakarta Selatan",Rp 699.000.000,3 KT - 2 KM - 55 m2
1377,"Ciputat Timur, Tangerang Selatan Kota",Rp 689.000.000,3 KT - 2 KM - 50 m2
1378,"Cilandak, Jakarta Selatan",Rp 750.000.000,2 KT - 1 KM - 45 m2
1380,"Cilandak, Jakarta Selatan",Rp 6.700.000.000,4 KT - 6 KM - 400 m2
1384,"Cilandak, Jakarta Selatan",Rp 12.000.000.000,8 KT - 6 KM - 1100 m2
1386,"Cilandak, Jakarta Selatan",Rp 26.000.000.000,4 KT - 4 KM - 500 m2
1387,"Kebayoran Lama, Jakarta Selatan",Rp 27.000.000.000,5 KT - 5 KM - 800 m2
1389,"Cilandak, Jakarta Selatan",Rp 3.570.000.000,4 KT - 4 KM - 161 m2
1393,"Cilandak, Jakarta Selatan",Rp 2.800.000.000,4 KT - 3 KM - 150 m2
1394,"Cilandak, Jakarta Selatan",Rp 15.000.000.000,7 KT - 6 KM - 600 m2
1396,"Cilandak, Jakarta Selatan",Rp 3.800.000.000,4 KT - 4 KM - 300 m2
1397,"Cilandak, Jakarta Selatan",Rp 5.800.000.000,5 KT - 5 KM - 276 m2
1398,"Cilandak, Jakarta Selatan",Rp 5.800.000.000,6 KT - 6 KM - 330 m2
1399,"Cilandak, Jakarta Selatan",Rp 6.200.000.000,5 KT - 4 KM - 240 m2
1400,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.800.000.000,3 KT - 3 KM - 108 m2
1404,"Cilandak, Jakarta Selatan",Rp 8.250.000.000,5 KT - 6 KM - 363 m2
1405,"Cilandak, Jakarta Selatan",Rp 8.500.000.000,5 KT - 6 KM - 400 m2
1406,"Cilandak, Jakarta Selatan",Rp 2.200.000.000,5 KT - 4 KM - 90 m2
1407,"Cilandak, Jakarta Selatan",Rp 9.500.000.000,5 KT - 4 KM - 358 m2
1408,"Cilandak, Jakarta Selatan",Rp 13.700.000.000,6 KT - 7 KM - 450 m2
1409,"Ciputat Timur, Tangerang Selatan Kota",Rp 995.000.000,3 KT - 3 KM - 112 m2
1410,"Kebayoran Lama, Jakarta Selatan",Rp 12.500.000.000,6 KT - 6 KM - 350 m2
1411,"Kebayoran Lama, Jakarta Selatan",Rp 19.600.000.000,4 KT - 4 KM - 300 m2
1413,"Cilandak, Jakarta Selatan",Rp 21.000.000.000,6 KT - 5 KM - 700 m2
1414,"Kebayoran Lama, Jakarta Selatan",Rp 8.000.000.000,5 KT - 4 KM - 250 m2
1416,"Cilandak, Jakarta Selatan",Rp 7.500.000.000,5 KT - 5 KM - 396 m2
1422,"Pasar Minggu, Jakarta Selatan",Rp 800.000.000,4 KT - 2 KM - 110 m2
1424,"Kebayoran Baru, Jakarta Selatan",Rp 700.000.000,3 KT - 2 KM - 52 m2
1429,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.852.000.000,3 KT - 2 KM - 161 m2
1433,"Cilandak, Jakarta Selatan",Rp 4.200.000.000,4 KT - 4 KM - 186 m2
1435,"Kebayoran Lama, Jakarta Selatan",Rp 5.900.000.000,4 KT - 3 KM - 176 m2
1445,"Kebayoran Lama, Jakarta Selatan",Rp 454.000.000,2 KT - 1 KM - 5 m2
1446,"Kebayoran Lama, Jakarta Selatan",Rp 7.500.000.000,7 KT - 5 KM - 381 m2
1447,"Cilandak, Jakarta Selatan",Rp 6.500.000.000,6 KT - 6 KM - 381 m2
1450,"Cilandak, Jakarta Selatan",Rp 378.000.000,2 KT - 1 KM - 042 m2
1451,"Kebayoran Lama, Jakarta Selatan",Rp 750.000.000,2 KT - 1 KM - 45 m2
1452,"Kebayoran Lama, Jakarta Selatan",Rp 8.500.000.000,6 KT - 5 KM - 220 m2
1455,"Kebayoran Lama, Jakarta Selatan",Rp 34.000.000.000,6 KT - 6 KM - 700 m2
1456,"Kebayoran Lama, Jakarta Selatan",Rp 57.000.000.000,5 KT - 6 KM - 900 m2
1458,"Cilandak, Jakarta Selatan",Rp 7.000.000.000,4 KT - 3 KM - 301 m2
1459,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.500.000.000,2 KT - 3 KM - 180 m2
1463,"Cilandak, Jakarta Selatan",Rp 12.000.000.000,5 KT - 4 KM - 320 m2
1471,"Cilandak, Jakarta Selatan",Rp 7.200.000.000,4 KT - 3 KM - 275 m2
1473,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.600.000.000,4 KT - 3 KM - 300 m2
1475,"Kebayoran Lama, Jakarta Selatan",Rp 15.000.000.000,7 KT - 6 KM - 400 m2
1477,"Cilandak, Jakarta Selatan",Rp 17.030.000.000,5 KT - 5 KM - 455 m2
1479,"Ciputat Timur, Tangerang Selatan Kota",Rp 6.000.000.000,5 KT - 3 KM - 300 m2
1481,"Cilandak, Jakarta Selatan",Rp 980.000.000,3 KT - 2 KM - 73 m2
1486,"Cilandak, Jakarta Selatan",Rp 3.600.000.000,3 KT - 2 KM - 250 m2
1488,"Cilandak, Jakarta Selatan",Rp 678.000.000,2 KT - 2 KM - 55 m2
1490,"Cilandak, Jakarta Selatan",Rp 5.800.000.000,4 KT - 3 KM - 400 m2
1491,"Cilandak, Jakarta Selatan",Rp 11.000.000.000,6 KT - 6 KM - 480 m2
1494,"Cilandak, Jakarta Selatan",Rp 10.500.000.000,4 KT - 3 KM - 700 m2
1495,"Cilandak, Jakarta Selatan",Rp 8.000.000.000,4 KT - 4 KM - 340 m2
1496,"Cilandak, Jakarta Selatan",Rp 15.000.000.000,6 KT - 3 KM - 227 m2
1498,"Cilandak, Jakarta Selatan",Rp 4.600.000.000,5 KT - 5 KM - 250 m2
1499,"Cilandak, Jakarta Selatan",Rp 5.600.000.000,5 KT - 5 KM - 270 m2
1503,"Kebayoran Baru, Jakarta Selatan",Rp 855.000.000,3 KT - 2 KM - 65 m2
1504,"Cilandak, Jakarta Selatan",Rp 5.000.000.000,2 KT - 2 KM - 200 m2
1506,"Cilandak, Jakarta Selatan",Rp 8.700.000.000,4 KT - 4 KM - 430 m2
1507,"Cilandak, Jakarta Selatan",Rp 7.000.000.000,6 KT - 5 KM - 600 m2
1512,"Cilandak, Jakarta Selatan",Rp 4.500.000.000,4 KT - 4 KM - 222 m2
1513,"Cilandak, Jakarta Selatan",Rp 4.000.000.000,3 KT - 2 KM - 200 m2
1515,"Cilandak, Jakarta Selatan",Rp 55.000.000.000,4 KT - 4 KM - 750 m2
1516,"Cilandak, Jakarta Selatan",Rp 16.000.000.000,3 KT - 3 KM - 200 m2
1517,"Cilandak, Jakarta Selatan",Rp 454.000.000,2 KT - 1 KM - 6 m2
1520,"Cilandak, Jakarta Selatan",Rp 8.100.000.000,5 KT - 5 KM - 400 m2
1521,"Kebayoran Lama, Jakarta Selatan",Rp 25.000.000.000,4 KT - 3 KM - 860 m2
1522,"Kebayoran Lama, Jakarta Selatan",Rp 6.500.000.000,3 KT - 2 KM - 105 m2
1523,"Kebayoran Baru, Jakarta Selatan",Rp 550.000.000,2 KT - 2 KM - 80 m2
1525,"Ciputat Timur, Tangerang Selatan Kota",Rp 378.000.000,2 KT - 1 KM - 41 m2
1526,"Cilandak, Jakarta Selatan",Rp 2.800.000.000,8 KT - 3 KM - 60 m2
1529,"Kebayoran Lama, Jakarta Selatan",Rp 4.500.000.000,4 KT - 4 KM - 350 m2
1530,"Kebayoran Lama, Jakarta Selatan",Rp 17.000.000.000,4 KT - 4 KM - 300 m2
1531,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.000.000.000,2 KT - 1 KM - 71 m2
1532,"Cilandak, Jakarta Selatan",Rp 775.000.000,3 KT - 2 KM - 72 m2
1533,"Cilandak, Jakarta Selatan",Rp 21.000.000.000,5 KT - 4 KM - 400 m2
1534,"Kebayoran Baru, Jakarta Selatan",Rp 1.000.000.000,3 KT - 2 KM - 76 m2
1535,"Cilandak, Jakarta Selatan",Rp 2.900.000.000,4 KT - 2 KM - 120 m2
1536,"Cilandak, Jakarta Selatan",Rp 465.000.000,2 KT - 1 KM - 45 m2
1537,"Cilandak, Jakarta Selatan",Rp 195.000.000,2 KT - 1 KM - 36 m2
1538,"Kebayoran Lama, Jakarta Selatan",Rp 425.000.000,3 KT - 3 KM - 60 m2
1539,"Cilandak, Jakarta Selatan",Rp 2.699.000.000,4 KT - 5 KM - 160 m2
1541,"Kebayoran Lama, Jakarta Selatan",Rp 10.500.000.000,4 KT - 3 KM - 280 m2
1544,"Kebayoran Lama, Jakarta Selatan",Rp 10.000.000.000,10 KT - 10 KM - 250 m2
1546,"Cilandak, Jakarta Selatan",Rp 1.600.000.000,3 KT - 2 KM - 100 m2
1547,"Cilandak, Jakarta Selatan",Rp 1.200.000.000,3 KT - 1 KM - 90 m2
1548,"Cilandak, Jakarta Selatan",Rp 1.700.000.000,2 KT - 2 KM - 70 m2
1549,"Cilandak, Jakarta Selatan",Rp 1.550.000.000,4 KT - 3 KM - 130 m2
1550,"Cilandak, Jakarta Selatan",Rp 1.900.000.000,&gt;10 KT - 8 KM - 360 m2
1551,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.499.999.000,3 KT - 3 KM - 100 m2
1552,"Cilandak, Jakarta Selatan",Rp 1.250.000.000,2 KT - 2 KM - 141 m2
1553,"Cilandak, Jakarta Selatan",Rp 11.000.000.000,5 KT - 4 KM - 540 m2
1554,"Cilandak, Jakarta Selatan",Rp 4.650.000.000,6 KT - 4 KM - 320 m2
1555,"Cilandak, Jakarta Selatan",Rp 2.250.000.000,4 KT - 3 KM - 120 m2
1556,"Cilandak, Jakarta Selatan",Rp 8.350.000.000,&gt;10 KT - &gt;10 KM - 200 m2
1557,"Cilandak, Jakarta Selatan",Rp 4.500.000.000,&gt;10 KT - &gt;10 KM - 360 m2
1558,"Cilandak, Jakarta Selatan",Rp 3.500.000.000,5 KT - 4 KM - 200 m2
1559,"Cilandak, Jakarta Selatan",Rp 6.500.000.000,5 KT - 3 KM - 400 m2
1564,"Cilandak, Jakarta Selatan",Rp 5.800.000.000,3 KT - 4 KM - 325 m2
1565,"Cilandak, Jakarta Selatan",Rp 2.700.000.000,&gt;10 KT - &gt;10 KM - 300 m2
1566,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.650.000.000,5 KT - 4 KM - 300 m2
1567,"Kebayoran Lama, Jakarta Selatan",Rp 10.000.000.000,4 KT - 5 KM - 385 m2
1568,"Cilandak, Jakarta Selatan",Rp 700.000.000,3 KT - 2 KM - 90 m2
1569,"Ciputat Timur, Tangerang Selatan Kota",Rp 9.850.000.000,3 KT - 2 KM - 80 m2
1570,"Cilandak, Jakarta Selatan",Rp 3.300.000.000,5 KT - 4 KM - 125 m2
1571,"Cilandak, Jakarta Selatan",Rp 6.000.000.000,6 KT - 4 KM - 324 m2
1572,"Cilandak, Jakarta Selatan",Rp 7.500.000.000,5 KT - 5 KM - 352 m2
1573,"Cilandak, Jakarta Selatan",Rp 9.000.000.000,5 KT - 3 KM - 270 m2
1574,"Cilandak, Jakarta Selatan",Rp 8.800.000.000,6 KT - 5 KM - 450 m2
1575,"Cilandak, Jakarta Selatan",Rp 1.650.000.000,4 KT - 2 KM - 100 m2
1576,"Cilandak, Jakarta Selatan",Rp 1.985.000.000,6 KT - 3 KM - 240 m2
1577,"Cilandak, Jakarta Selatan",Rp 13.500.000.000,8 KT - 5 KM - 510 m2
1578,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.499.999.000,3 KT - 2 KM - 80 m2
1579,"Cilandak, Jakarta Selatan",Rp 6.800.000.000,&gt;10 KT - 8 KM - 450 m2
1584,"Cilandak, Jakarta Selatan",Rp 2.585.000.000,5 KT - 4 KM - 200 m2
1585,"Cilandak, Jakarta Selatan",Rp 7.500.000.000,4 KT - 2 KM - 280 m2
1586,"Cilandak, Jakarta Selatan",Rp 2.150.000.000,4 KT - 3 KM - 180 m2
1588,"Cilandak, Jakarta Selatan",Rp 1.985.000.000,3 KT - 2 KM - 162 m2
1589,"Cilandak, Jakarta Selatan",Rp 2.300.000.000,6 KT - 5 KM - 520 m2
1591,"Cilandak, Jakarta Selatan",Rp 7.455.000.000,7 KT - 4 KM - 350 m2
1592,"Cilandak, Jakarta Selatan",Rp 15.000.000.000,7 KT - 4 KM - 280 m2
1595,"Kebayoran Lama, Jakarta Selatan",Rp 20.000.000.000,4 KT - 3 KM - 485 m2
1599,"Kebayoran Baru, Jakarta Selatan",Rp 21.000.000.000,&gt;10 KT - &gt;10 KM - 500 m2
1602,"Cilandak, Jakarta Selatan",Rp 1.600.000.000,4 KT - 3 KM - 115 m2
1605,"Cilandak, Jakarta Selatan",Rp 3.000.000.000,2 KT - 1 KM - 90 m2
1606,"Cilandak, Jakarta Selatan",Rp 12.000.000.000,3 KT - 2 KM - 400 m2
1610,"Cilandak, Jakarta Selatan",Rp 7.524.000.000,5 KT - 4 KM - 310 m2
1611,"Cilandak, Jakarta Selatan",Rp 5.600.000.000,4 KT - 4 KM - 230 m2
1612,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.025.000.000,3 KT - 2 KM - 90 m2
1614,"Cilandak, Jakarta Selatan",Rp 6.500.000.000,4 KT - 3 KM - 645 m2
1616,"Cilandak, Jakarta Selatan",Rp 7.340.000.000,4 KT - 3 KM - 297 m2
1617,"Cilandak, Jakarta Selatan",Rp 2.300.000.000,3 KT - 2 KM - 80 m2
1622,"Kebayoran Lama, Jakarta Selatan",Rp 698.000.013,3 KT - 2 KM - 52 m2
1624,"Cilandak, Jakarta Selatan",Rp 698.000.011,3 KT - 2 KM - 52 m2
1629,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.275.000.000,3 KT - 3 KM - 124 m2
1630,"Ciputat Timur, Tangerang Selatan Kota",Rp 678.000.000,3 KT - 2 KM - 52 m2
1633,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.500.000.000,3 KT - 3 KM - 90 m2
1635,"Ciputat Timur, Tangerang Selatan Kota",Rp 682.000.000,3 KT - 2 KM - 52 m2
1636,"Ciputat Timur, Tangerang Selatan Kota",Rp 683.000.000,3 KT - 2 KM - 52 m2
1637,"Ciputat Timur, Tangerang Selatan Kota",Rp 681.000.000,3 KT - 2 KM - 52 m2
1638,"Ciputat Timur, Tangerang Selatan Kota",Rp 680.000.000,3 KT - 2 KM - 52 m2
1639,"Cilandak, Jakarta Selatan",Rp 900.000.000,4 KT - 1 KM - 100 m2
1640,"Cilandak, Jakarta Selatan",Rp 9.300.000.000,5 KT - 4 KM - 370 m2
1642,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.400.000.000,6 KT - 4 KM - 1 m2
1645,"Cilandak, Jakarta Selatan",Rp 3.500.000.000,6 KT - 4 KM - 380 m2
1646,"Cilandak, Jakarta Selatan",Rp 5.700.000.000,4 KT - 3 KM - 210 m2
1661,"Ciputat Timur, Tangerang Selatan Kota",Rp 677.000.000,3 KT - 2 KM - 52 m2
1662,"Ciputat Timur, Tangerang Selatan Kota",Rp 667.000.000,3 KT - 2 KM - 52 m2
1671,"Kebayoran Lama, Jakarta Selatan",Rp 3.500.000.000,4 KT - 4 KM - 140 m2
1674,"Cilandak, Jakarta Selatan",Rp 2.700.000.000,4 KT - 3 KM - 160 m2
1680,"Cilandak, Jakarta Selatan",Rp 550.000.000,3 KT - 1 KM - 80 m2
1681,"Kebayoran Lama, Jakarta Selatan",Rp 24.000.000.000,4 KT - 4 KM - 500 m2
1682,"Cilandak, Jakarta Selatan",Rp 745.000.000,2 KT - 2 KM - 45 m2
1684,"Kebayoran Lama, Jakarta Selatan",Rp 55.000.000.000,5 KT - 5 KM - 1200 m2
1685,"Ciputat Timur, Tangerang Selatan Kota",Rp 689.000.000,3 KT - 2 KM - 51 m2
1686,"Ciputat Timur, Tangerang Selatan Kota",Rp 7.900.000.000,4 KT - 4 KM - 240 m2
1687,"Cilandak, Jakarta Selatan",Rp 689.004.000,2 KT - 2 KM - 52 m2
1688,"Kebayoran Lama, Jakarta Selatan",Rp 5.000.000.000,6 KT - 3 KM - 361 m2
1690,"Cilandak, Jakarta Selatan",Rp 1.100.000.800,3 KT - 3 KM - 80 m2
1691,"Ciputat Timur, Tangerang Selatan Kota",Rp 4.200.000.000,4 KT - 2 KM - 250 m2
1692,"Cilandak, Jakarta Selatan",Rp 6.000.000.000,5 KT - 4 KM - 361 m2
1693,"Ciputat Timur, Tangerang Selatan Kota",Rp 689.010.000,3 KT - 2 KM - 48 m2
1695,"Cilandak, Jakarta Selatan",Rp 26.000.000.000,6 KT - 4 KM - 800 m2
1696,"Cilandak, Jakarta Selatan",Rp 4.200.000.000,5 KT - 3 KM - 500 m2
1697,"Ciputat Timur, Tangerang Selatan Kota",Rp 689.004.000,3 KT - 2 KM - 50 m2
1698,"Kebayoran Lama, Jakarta Selatan",Rp 48.000.000.000,6 KT - 6 KM - 1000 m2
1699,"Cilandak, Jakarta Selatan",Rp 5.400.000.000,6 KT - 4 KM - 291 m2
1700,"Kebayoran Lama, Jakarta Selatan",Rp 6.500.000.000,4 KT - 4 KM - 250 m2
1701,"Kebayoran Lama, Jakarta Selatan",Rp 11.000.000.000,7 KT - 8 KM - 2000 m2
1702,"Cilandak, Jakarta Selatan",Rp 7.600.000.000,4 KT - 3 KM - 297 m2
1704,"Cilandak, Jakarta Selatan",Rp 13.000.000.000,7 KT - 6 KM - 551 m2
1708,"Cilandak, Jakarta Selatan",Rp 6.000.000.000,4 KT - 3 KM - 160 m2
1709,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.611.500.000,3 KT - 2 KM - 73 m2
1711,"Kebayoran Baru, Jakarta Selatan",Rp 2.275.000.000,3 KT - 3 KM - 124 m2
1712,"Cilandak, Jakarta Selatan",Rp 1.350.000.000,3 KT - 2 KM - 88 m2
1713,"Cilandak, Jakarta Selatan",Rp 6.819.000.000,4 KT - 3 KM - 262 m2
1714,"Kebayoran Lama, Jakarta Selatan",Rp 699.000.000,3 KT - 2 KM - 52 m2
1715,"Cilandak, Jakarta Selatan",Rp 1.960.000.000,3 KT - 2 KM - 72 m2
1719,"Cilandak, Jakarta Selatan",Rp 6.334.350.000,4 KT - 4 KM - 295 m2
1724,"Kebayoran Lama, Jakarta Selatan",Rp 211.000.000,2 KT - 1 KM - 35 m2
1725,"Cilandak, Jakarta Selatan",Rp 9.100.000.000,6 KT - 6 KM - 600 m2
1730,"Cilandak, Jakarta Selatan",Rp 4.500.000.000,4 KT - 3 KM - 180 m2
1734,"Cilandak, Jakarta Selatan",Rp 689.000.050,3 KT - 2 KM - 50 m2
1736,"Cilandak, Jakarta Selatan",Rp 7.800.000.000,6 KT - 5 KM - 520 m2
1739,"Cilandak, Jakarta Selatan",Rp 5.012.007.000,3 KT - 3 KM - 263 m2
1740,"Cilandak, Jakarta Selatan",Rp 4.000.000.000,3 KT - 3 KM - 200 m2
1741,"Kebayoran Lama, Jakarta Selatan",Rp 9.500.000.000,6 KT - 4 KM - 240 m2
1743,"Cilandak, Jakarta Selatan",Rp 1.700.000.000,4 KT - 3 KM - 110 m2
1745,"Cilandak, Jakarta Selatan",Rp 1.350.000.000,4 KT - 3 KM - 100 m2
1746,"Cilandak, Jakarta Selatan",Rp 3.250.000.000,3 KT - 3 KM - 140 m2
1748,"Kebayoran Lama, Jakarta Selatan",Rp 50.000.000.000,5 KT - 4 KM - 700 m2
1750,"Ciputat Timur, Tangerang Selatan Kota",Rp 750.000.000,3 KT - 2 KM - 50 m2
1751,"Cilandak, Jakarta Selatan",Rp 5.200.000.000,3 KT - 3 KM - 220 m2
1753,"Kebayoran Lama, Jakarta Selatan",Rp 7.000.000.000,3 KT - 2 KM - 220 m2
1755,"Kebayoran Lama, Jakarta Selatan",Rp 689.500.000,3 KT - 2 KM - 48 m2
1758,"Ciputat Timur, Tangerang Selatan Kota",Rp 689.000.040,3 KT - 2 KM - 52 m2
1760,"Kebayoran Lama, Jakarta Selatan",Rp 44.500.000.000,5 KT - 8 KM - 1200 m2
1761,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.950.000.000,3 KT - 3 KM - 150 m2
1764,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.500.000.000,5 KT - 4 KM - 180 m2
1766,"Ciputat Timur, Tangerang Selatan Kota",Rp 5.950.000.000,3 KT - 5 KM - 288 m2
1767,"Cilandak, Jakarta Selatan",Rp 10.514.300.000,3 KT - 3 KM - 376 m2
1769,"Kebayoran Baru, Jakarta Selatan",Rp 13.500.000.000,7 KT - 5 KM - 450 m2
1771,"Ciputat Timur, Tangerang Selatan Kota",Rp 385.000.000,2 KT - 1 KM - 45 m2
1775,"Cilandak, Jakarta Selatan",Rp 14.500.000.000,3 KT - 2 KM - 296 m2
1776,"Kebayoran Lama, Jakarta Selatan",Rp 7.250.000.000,5 KT - 3 KM - 180 m2
1777,"Ciputat Timur, Tangerang Selatan Kota",Rp 650.000.000,2 KT - 1 KM - 72 m2
1778,"Ciputat Timur, Tangerang Selatan Kota",Rp 689.000.000,3 KT - 2 KM - 48 m2
1783,"Cilandak, Jakarta Selatan",Rp 7.500.000.000,4 KT - 6 KM - 343 m2
1786,"Kebayoran Lama, Jakarta Selatan",Rp 199.991.000,2 KT - 1 KM - 37 m2
1787,"Cilandak, Jakarta Selatan",Rp 2.880.000.000,4 KT - 4 KM - 380 m2
1788,"Cilandak, Jakarta Selatan",Rp 7.250.000.000,4 KT - 3 KM - 240 m2
1789,"Ciputat Timur, Tangerang Selatan Kota",Rp 675.000.000,2 KT - 1 KM - 60 m2
1790,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.499.999.000,4 KT - 4 KM - 160 m2
1791,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.499.000.000,4 KT - 3 KM - 127 m2
1792,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.950.000.000,5 KT - 4 KM - 180 m2
1793,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.599.999.999,3 KT - 2 KM - 100 m2
1794,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.899.900.000,5 KT - 4 KM - 250 m2
1796,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.375.000.000,6 KT - 4 KM - 180 m2
1797,"Cilandak, Jakarta Selatan",Rp 6.750.000.000,4 KT - 3 KM - 200 m2
1798,"Ciputat Timur, Tangerang Selatan Kota",Rp 2.099.999.999,5 KT - 4 KM - 144 m2
1799,"Cilandak, Jakarta Selatan",Rp 40.000.000.000,5 KT - 8 KM - 1500 m2
1802,"Cilandak, Jakarta Selatan",Rp 16.000.000.000,&gt;10 KT - 6 KM - 600 m2
1805,"Kebayoran Lama, Jakarta Selatan",Rp 170.000.000,2 KT - 1 KM - 26 m2
1806,"Kebayoran Lama, Jakarta Selatan",Rp 4.100.000.000,3 KT - 2 KM - 160 m2
1807,"Ciputat Timur, Tangerang Selatan Kota",Rp 1.400.000.000,3 KT - 2 KM - 85 m2
1808,"Cilandak, Jakarta Selatan",Rp 20.000.000.000,4 KT - 4 KM - 450 m2
1809,"Pasar Minggu, Jakarta Selatan",Rp 8.000.000.000,7 KT - 7 KM - 235 m2
1810,"Kebayoran Lama, Jakarta Selatan",Rp 680.000.000,3 KT - 2 KM - 52 m2
